Name,Level,IV_Attack,IV_Defense,IV_HP,CP
Falinks Mega Falinks,LV5.5,8,14,5,520
Falinks Mega Falinks,LV5.5,9,0,14,520
Falinks Mega Falinks,LV5.5,9,1,13,520
Falinks Mega Falinks,LV5.5,9,3,12,520
Falinks Mega Falinks,LV5.5,9,4,11,520
Falinks Mega Falinks,LV5.5,9,5,10,520
Falinks Mega Falinks,LV5.5,9,7,9,520
Falinks Mega Falinks,LV5.5,9,8,8,520
Falinks Mega Falinks,LV5.5,9,9,7,520
Falinks Mega Falinks,LV5.5,9,11,6,520
Falinks Mega Falinks,LV5.5,9,12,5,520
Falinks Mega Falinks,LV5.5,9,14,4,520
Falinks Mega Falinks,LV5.5,9,15,3,520
Falinks Mega Falinks,LV5.5,10,0,13,520
Falinks Mega Falinks,LV5.5,10,1,12,520
Falinks Mega Falinks,LV5.5,10,2,11,520
Falinks Mega Falinks,LV5.5,10,4,10,520
Falinks Mega Falinks,LV5.5,10,5,9,520
Falinks Mega Falinks,LV5.5,10,6,8,520
Falinks Mega Falinks,LV5.5,10,8,7,520
Falinks Mega Falinks,LV5.5,10,9,6,520
Falinks Mega Falinks,LV5.5,10,12,4,520
Falinks Mega Falinks,LV5.5,10,13,3,520
Falinks Mega Falinks,LV5.5,10,15,2,520
Falinks Mega Falinks,LV5.5,11,1,11,520
Falinks Mega Falinks,LV5.5,11,2,10,520
Falinks Mega Falinks,LV5.5,11,3,9,520
Falinks Mega Falinks,LV5.5,11,5,8,520
Falinks Mega Falinks,LV5.5,11,6,7,520
Falinks Mega Falinks,LV5.5,11,7,6,520
Falinks Mega Falinks,LV5.5,11,9,5,520
Falinks Mega Falinks,LV5.5,11,10,4,520
Falinks Mega Falinks,LV5.5,11,12,3,520
Falinks Mega Falinks,LV5.5,11,13,2,520
Falinks Mega Falinks,LV5.5,11,15,1,520
Falinks Mega Falinks,LV5.5,12,0,10,520
Falinks Mega Falinks,LV5.5,12,2,9,520
Falinks Mega Falinks,LV5.5,12,3,8,520
Falinks Mega Falinks,LV5.5,12,4,7,520
Falinks Mega Falinks,LV5.5,12,6,6,520
Falinks Mega Falinks,LV5.5,12,7,5,520
Falinks Mega Falinks,LV5.5,12,10,3,520
Falinks Mega Falinks,LV5.5,12,11,2,520
Falinks Mega Falinks,LV5.5,12,13,1,520
Falinks Mega Falinks,LV5.5,12,14,0,520
Falinks Mega Falinks,LV5.5,13,0,9,520
Falinks Mega Falinks,LV5.5,13,1,8,520
Falinks Mega Falinks,LV5.5,13,3,7,520
Falinks Mega Falinks,LV5.5,13,4,6,520
Falinks Mega Falinks,LV5.5,13,5,5,520
Falinks Mega Falinks,LV5.5,13,7,4,520
Falinks Mega Falinks,LV5.5,13,8,3,520
Falinks Mega Falinks,LV5.5,13,10,2,520
Falinks Mega Falinks,LV5.5,13,11,1,520
Falinks Mega Falinks,LV5.5,13,13,0,520
Falinks Mega Falinks,LV5.5,14,0,8,520
Falinks Mega Falinks,LV5.5,14,1,7,520
Falinks Mega Falinks,LV5.5,14,2,6,520
Falinks Mega Falinks,LV5.5,14,4,5,520
Falinks Mega Falinks,LV5.5,14,5,4,520
Falinks Mega Falinks,LV5.5,14,7,3,520
Falinks Mega Falinks,LV5.5,14,8,2,520
Falinks Mega Falinks,LV5.5,14,9,1,520
Falinks Mega Falinks,LV5.5,14,11,0,520
Falinks Mega Falinks,LV5.5,15,1,6,520
Falinks Mega Falinks,LV5.5,15,2,5,520
Falinks Mega Falinks,LV5.5,15,5,3,520
Falinks Mega Falinks,LV5.5,15,6,2,520
Falinks Mega Falinks,LV5.5,15,8,1,520
Falinks Mega Falinks,LV5.5,15,9,0,520
